Category Size,Date,ItemSold,Ite M Category,Item Size (group) 1,Name
AR 450F_2X96X288,9/1/2023,0,AR 450F,2X96X288,23-Sep
AR 450F_2X96X288,10/1/2023,0,AR 450F,2X96X288,23-Oct
AR 450F_2X96X288,11/1/2023,0,AR 450F,2X96X288,23-Nov
AR 450F_2X96X288,12/1/2023,0,AR 450F,2X96X288,23-Dec
AR 450F_2X96X288,1/1/2024,1,AR 450F,2X96X288,24-Jan
AR 450F_2X96X288,2/1/2024,2,AR 450F,2X96X288,24-Feb
AR 450F_2X96X288,3/1/2024,0,AR 450F,2X96X288,24-Mar
AR 450F_2X96X288,4/1/2024,1,AR 450F,2X96X288,24-Apr
AR 450F_.5X96X288,2/1/2019,0,AR 450F,.5X96X288,19-Feb
AR 450F_.5X96X288,3/1/2019,0,AR 450F,.5X96X288,19-Mar
AR 450F_.5X96X288,4/1/2019,2,AR 450F,.5X96X288,19-Apr
AR 450F_.5X96X288,5/1/2019,9,AR 450F,.5X96X288,19-May
AR 450F_.5X96X288,6/1/2019,1,AR 450F,.5X96X288,19-Jun
AR 450F_.5X96X288,7/1/2019,19,AR 450F,.5X96X288,19-Jul
AR 450F_.5X96X288,8/1/2019,1,AR 450F,.5X96X288,19-Aug
AR 450F_.5X96X288,9/1/2019,12,AR 450F,.5X96X288,19-Sep
AR 450F_.5X96X288,10/1/2019,16,AR 450F,.5X96X288,19-Oct
AR 450F_.5X96X288,11/1/2019,19,AR 450F,.5X96X288,19-Nov
AR 450F_.5X96X288,12/1/2019,23,AR 450F,.5X96X288,19-Dec
AR 450F_.5X96X288,1/1/2020,12,AR 450F,.5X96X288,20-Jan
AR 450F_.5X96X288,2/1/2020,31,AR 450F,.5X96X288,20-Feb
AR 450F_.5X96X288,3/1/2020,13,AR 450F,.5X96X288,20-Mar
AR 450F_.5X96X288,4/1/2020,4,AR 450F,.5X96X288,20-Apr
AR 450F_.5X96X288,5/1/2020,7,AR 450F,.5X96X288,20-May
AR 450F_.5X96X288,6/1/2020,5,AR 450F,.5X96X288,20-Jun
AR 450F_.5X96X288,7/1/2020,0,AR 450F,.5X96X288,20-Jul
AR 450F_.5X96X288,8/1/2020,14,AR 450F,.5X96X288,20-Aug
AR 450F_.5X96X288,9/1/2020,3,AR 450F,.5X96X288,20-Sep
AR 450F_.5X96X288,10/1/2020,7,AR 450F,.5X96X288,20-Oct
AR 450F_.5X96X288,11/1/2020,19,AR 450F,.5X96X288,20-Nov
AR 450F_.5X96X288,12/1/2020,13,AR 450F,.5X96X288,20-Dec
AR 450F_.5X96X288,1/1/2021,11,AR 450F,.5X96X288,21-Jan
AR 450F_.5X96X288,2/1/2021,1,AR 450F,.5X96X288,21-Feb
AR 450F_.5X96X288,3/1/2021,16,AR 450F,.5X96X288,21-Mar
AR 450F_.5X96X288,4/1/2021,24,AR 450F,.5X96X288,21-Apr
AR 450F_.5X96X288,5/1/2021,6,AR 450F,.5X96X288,21-May
AR 450F_.5X96X288,6/1/2021,19,AR 450F,.5X96X288,21-Jun
AR 450F_.5X96X288,7/1/2021,1,AR 450F,.5X96X288,21-Jul
AR 450F_.5X96X288,8/1/2021,3,AR 450F,.5X96X288,21-Aug
AR 450F_.5X96X288,9/1/2021,0,AR 450F,.5X96X288,21-Sep
AR 450F_.5X96X288,10/1/2021,0,AR 450F,.5X96X288,21-Oct
AR 450F_.5X96X288,11/1/2021,12,AR 450F,.5X96X288,21-Nov
AR 450F_.5X96X288,12/1/2021,7,AR 450F,.5X96X288,21-Dec
AR 450F_.5X96X288,1/1/2022,8,AR 450F,.5X96X288,22-Jan
AR 450F_.5X96X288,2/1/2022,5,AR 450F,.5X96X288,22-Feb
AR 450F_.5X96X288,3/1/2022,12,AR 450F,.5X96X288,22-Mar
AR 450F_.5X96X288,4/1/2022,0,AR 450F,.5X96X288,22-Apr
AR 450F_.5X96X288,5/1/2022,1,AR 450F,.5X96X288,22-May
AR 450F_.5X96X288,6/1/2022,5,AR 450F,.5X96X288,22-Jun
AR 450F_.5X96X288,7/1/2022,6,AR 450F,.5X96X288,22-Jul
AR 450F_.5X96X288,8/1/2022,2,AR 450F,.5X96X288,22-Aug
AR 450F_.5X96X288,9/1/2022,19,AR 450F,.5X96X288,22-Sep
AR 450F_.5X96X288,10/1/2022,17,AR 450F,.5X96X288,22-Oct
AR 450F_.5X96X288,11/1/2022,44,AR 450F,.5X96X288,22-Nov
AR 450F_.5X96X288,12/1/2022,8,AR 450F,.5X96X288,22-Dec
AR 450F_.5X96X288,1/1/2023,3,AR 450F,.5X96X288,23-Jan
AR 450F_.5X96X288,2/1/2023,37,AR 450F,.5X96X288,23-Feb
AR 450F_.5X96X288,3/1/2023,7,AR 450F,.5X96X288,23-Mar
AR 450F_.5X96X288,4/1/2023,30,AR 450F,.5X96X288,23-Apr
AR 450F_.5X96X288,5/1/2023,13,AR 450F,.5X96X288,23-May
AR 450F_.5X96X288,6/1/2023,0,AR 450F,.5X96X288,23-Jun
AR 450F_.5X96X288,7/1/2023,16,AR 450F,.5X96X288,23-Jul
AR 450F_.5X96X288,8/1/2023,11,AR 450F,.5X96X288,23-Aug
AR 450F_.5X96X288,9/1/2023,0,AR 450F,.5X96X288,23-Sep
AR 450F_.5X96X288,10/1/2023,9,AR 450F,.5X96X288,23-Oct
AR 450F_.5X96X288,11/1/2023,2,AR 450F,.5X96X288,23-Nov
AR 450F_.5X96X288,12/1/2023,48,AR 450F,.5X96X288,23-Dec
AR 450F_.5X96X288,1/1/2024,17,AR 450F,.5X96X288,24-Jan
AR 450F_.5X96X288,2/1/2024,7,AR 450F,.5X96X288,24-Feb
AR 450F_.5X96X288,3/1/2024,16,AR 450F,.5X96X288,24-Mar
AR 450F_.5X96X288,4/1/2024,6,AR 450F,.5X96X288,24-Apr
AR 450F_.25X96X288,2/1/2019,0,AR 450F,.25X96X288,19-Feb
AR 450F_.25X96X288,3/1/2019,0,AR 450F,.25X96X288,19-Mar
AR 450F_.25X96X288,4/1/2019,0,AR 450F,.25X96X288,19-Apr
AR 450F_.25X96X288,5/1/2019,0,AR 450F,.25X96X288,19-May
AR 450F_.25X96X288,6/1/2019,0,AR 450F,.25X96X288,19-Jun
AR 450F_.25X96X288,7/1/2019,1,AR 450F,.25X96X288,19-Jul
AR 450F_.25X96X288,8/1/2019,0,AR 450F,.25X96X288,19-Aug
AR 450F_.25X96X288,9/1/2019,1,AR 450F,.25X96X288,19-Sep
AR 450F_.25X96X288,10/1/2019,0,AR 450F,.25X96X288,19-Oct
AR 450F_.25X96X288,11/1/2019,3,AR 450F,.25X96X288,19-Nov
AR 450F_.25X96X288,12/1/2019,58,AR 450F,.25X96X288,19-Dec
AR 450F_.25X96X288,1/1/2020,0,AR 450F,.25X96X288,20-Jan
AR 450F_.25X96X288,2/1/2020,22,AR 450F,.25X96X288,20-Feb
AR 450F_.25X96X288,3/1/2020,7,AR 450F,.25X96X288,20-Mar
AR 450F_.25X96X288,4/1/2020,0,AR 450F,.25X96X288,20-Apr
AR 450F_.25X96X288,5/1/2020,2,AR 450F,.25X96X288,20-May
AR 450F_.25X96X288,6/1/2020,0,AR 450F,.25X96X288,20-Jun
AR 450F_.25X96X288,7/1/2020,8,AR 450F,.25X96X288,20-Jul
AR 450F_.25X96X288,8/1/2020,6,AR 450F,.25X96X288,20-Aug
AR 450F_.25X96X288,9/1/2020,2,AR 450F,.25X96X288,20-Sep
AR 450F_.25X96X288,10/1/2020,0,AR 450F,.25X96X288,20-Oct
AR 450F_.25X96X288,11/1/2020,4,AR 450F,.25X96X288,20-Nov
AR 450F_.25X96X288,12/1/2020,9,AR 450F,.25X96X288,20-Dec
AR 450F_.25X96X288,1/1/2021,3,AR 450F,.25X96X288,21-Jan
AR 450F_.25X96X288,2/1/2021,0,AR 450F,.25X96X288,21-Feb
AR 450F_.25X96X288,3/1/2021,18,AR 450F,.25X96X288,21-Mar
AR 450F_.25X96X288,4/1/2021,0,AR 450F,.25X96X288,21-Apr
AR 450F_.25X96X288,5/1/2021,0,AR 450F,.25X96X288,21-May
AR 450F_.25X96X288,6/1/2021,0,AR 450F,.25X96X288,21-Jun
AR 450F_.25X96X288,7/1/2021,0,AR 450F,.25X96X288,21-Jul
AR 450F_.25X96X288,8/1/2021,0,AR 450F,.25X96X288,21-Aug
AR 450F_.25X96X288,9/1/2021,0,AR 450F,.25X96X288,21-Sep
AR 450F_.25X96X288,10/1/2021,1,AR 450F,.25X96X288,21-Oct
AR 450F_.25X96X288,11/1/2021,0,AR 450F,.25X96X288,21-Nov
AR 450F_.25X96X288,12/1/2021,0,AR 450F,.25X96X288,21-Dec
AR 450F_.25X96X288,1/1/2022,0,AR 450F,.25X96X288,22-Jan
AR 450F_.25X96X288,2/1/2022,0,AR 450F,.25X96X288,22-Feb
AR 450F_.25X96X288,3/1/2022,13,AR 450F,.25X96X288,22-Mar
AR 450F_.25X96X288,4/1/2022,4,AR 450F,.25X96X288,22-Apr
AR 450F_.25X96X288,5/1/2022,0,AR 450F,.25X96X288,22-May
AR 450F_.25X96X288,6/1/2022,0,AR 450F,.25X96X288,22-Jun
AR 450F_.25X96X288,7/1/2022,1,AR 450F,.25X96X288,22-Jul
AR 450F_.25X96X288,8/1/2022,0,AR 450F,.25X96X288,22-Aug
AR 450F_.25X96X288,9/1/2022,0,AR 450F,.25X96X288,22-Sep
AR 450F_.25X96X288,10/1/2022,0,AR 450F,.25X96X288,22-Oct
AR 450F_.25X96X288,11/1/2022,0,AR 450F,.25X96X288,22-Nov
AR 450F_.25X96X288,12/1/2022,0,AR 450F,.25X96X288,22-Dec
AR 450F_.25X96X288,1/1/2023,4,AR 450F,.25X96X288,23-Jan
AR 450F_.25X96X288,2/1/2023,0,AR 450F,.25X96X288,23-Feb
AR 450F_.25X96X288,3/1/2023,0,AR 450F,.25X96X288,23-Mar
AR 450F_.25X96X288,4/1/2023,45,AR 450F,.25X96X288,23-Apr
AR 450F_.25X96X288,5/1/2023,47,AR 450F,.25X96X288,23-May
AR 450F_.25X96X288,6/1/2023,26,AR 450F,.25X96X288,23-Jun
AR 450F_.25X96X288,7/1/2023,4,AR 450F,.25X96X288,23-Jul
AR 450F_.25X96X288,8/1/2023,22,AR 450F,.25X96X288,23-Aug
AR 450F_.25X96X288,9/1/2023,69,AR 450F,.25X96X288,23-Sep
AR 450F_.25X96X288,10/1/2023,28,AR 450F,.25X96X288,23-Oct
AR 450F_.25X96X288,11/1/2023,34,AR 450F,.25X96X288,23-Nov
AR 450F_.25X96X288,12/1/2023,34,AR 450F,.25X96X288,23-Dec
AR 450F_.25X96X288,1/1/2024,26,AR 450F,.25X96X288,24-Jan
AR 450F_.25X96X288,2/1/2024,14,AR 450F,.25X96X288,24-Feb
AR 450F_.25X96X288,3/1/2024,25,AR 450F,.25X96X288,24-Mar
AR 450F_.25X96X288,4/1/2024,8,AR 450F,.25X96X288,24-Apr
AR 450F_.75X96X288,2/1/2019,5,AR 450F,.75X96X288,19-Feb
AR 450F_.75X96X288,3/1/2019,2,AR 450F,.75X96X288,19-Mar
AR 450F_.75X96X288,4/1/2019,4,AR 450F,.75X96X288,19-Apr
AR 450F_.75X96X288,5/1/2019,10,AR 450F,.75X96X288,19-May
AR 450F_.75X96X288,6/1/2019,4,AR 450F,.75X96X288,19-Jun
AR 450F_.75X96X288,7/1/2019,13,AR 450F,.75X96X288,19-Jul
AR 450F_.75X96X288,8/1/2019,5,AR 450F,.75X96X288,19-Aug
AR 450F_.75X96X288,9/1/2019,8,AR 450F,.75X96X288,19-Sep
AR 450F_.75X96X288,10/1/2019,11,AR 450F,.75X96X288,19-Oct
AR 450F_.75X96X288,11/1/2019,3,AR 450F,.75X96X288,19-Nov
AR 450F_.75X96X288,12/1/2019,16,AR 450F,.75X96X288,19-Dec
AR 450F_.75X96X288,1/1/2020,14,AR 450F,.75X96X288,20-Jan
AR 450F_.75X96X288,2/1/2020,19,AR 450F,.75X96X288,20-Feb
AR 450F_.75X96X288,3/1/2020,6,AR 450F,.75X96X288,20-Mar
AR 450F_.75X96X288,4/1/2020,0,AR 450F,.75X96X288,20-Apr
AR 450F_.75X96X288,5/1/2020,0,AR 450F,.75X96X288,20-May
AR 450F_.75X96X288,6/1/2020,1,AR 450F,.75X96X288,20-Jun
AR 450F_.75X96X288,7/1/2020,0,AR 450F,.75X96X288,20-Jul
AR 450F_.75X96X288,8/1/2020,13,AR 450F,.75X96X288,20-Aug
AR 450F_.75X96X288,9/1/2020,2,AR 450F,.75X96X288,20-Sep
AR 450F_.75X96X288,10/1/2020,18,AR 450F,.75X96X288,20-Oct
AR 450F_.75X96X288,11/1/2020,9,AR 450F,.75X96X288,20-Nov
AR 450F_.75X96X288,12/1/2020,4,AR 450F,.75X96X288,20-Dec
AR 450F_.75X96X288,1/1/2021,11,AR 450F,.75X96X288,21-Jan
AR 450F_.75X96X288,2/1/2021,7,AR 450F,.75X96X288,21-Feb
AR 450F_.75X96X288,3/1/2021,10,AR 450F,.75X96X288,21-Mar
AR 450F_.75X96X288,4/1/2021,0,AR 450F,.75X96X288,21-Apr
AR 450F_.75X96X288,5/1/2021,13,AR 450F,.75X96X288,21-May
AR 450F_.75X96X288,6/1/2021,7,AR 450F,.75X96X288,21-Jun
AR 450F_.75X96X288,7/1/2021,1,AR 450F,.75X96X288,21-Jul
AR 450F_.75X96X288,8/1/2021,0,AR 450F,.75X96X288,21-Aug
AR 450F_.75X96X288,9/1/2021,5,AR 450F,.75X96X288,21-Sep
AR 450F_.75X96X288,10/1/2021,1,AR 450F,.75X96X288,21-Oct
AR 450F_.75X96X288,11/1/2021,0,AR 450F,.75X96X288,21-Nov
AR 450F_.75X96X288,12/1/2021,0,AR 450F,.75X96X288,21-Dec
AR 450F_.75X96X288,1/1/2022,15,AR 450F,.75X96X288,22-Jan
AR 450F_.75X96X288,2/1/2022,3,AR 450F,.75X96X288,22-Feb
AR 450F_.75X96X288,3/1/2022,2,AR 450F,.75X96X288,22-Mar
AR 450F_.75X96X288,4/1/2022,1,AR 450F,.75X96X288,22-Apr
AR 450F_.75X96X288,5/1/2022,1,AR 450F,.75X96X288,22-May
AR 450F_.75X96X288,6/1/2022,5,AR 450F,.75X96X288,22-Jun
AR 450F_.75X96X288,7/1/2022,0,AR 450F,.75X96X288,22-Jul
AR 450F_.75X96X288,8/1/2022,4,AR 450F,.75X96X288,22-Aug
AR 450F_.75X96X288,9/1/2022,10,AR 450F,.75X96X288,22-Sep
AR 450F_.75X96X288,10/1/2022,0,AR 450F,.75X96X288,22-Oct
AR 450F_.75X96X288,11/1/2022,8,AR 450F,.75X96X288,22-Nov
AR 450F_.75X96X288,12/1/2022,1,AR 450F,.75X96X288,22-Dec
AR 450F_.75X96X288,1/1/2023,6,AR 450F,.75X96X288,23-Jan
AR 450F_.75X96X288,2/1/2023,12,AR 450F,.75X96X288,23-Feb
AR 450F_.75X96X288,3/1/2023,5,AR 450F,.75X96X288,23-Mar
AR 450F_.75X96X288,4/1/2023,5,AR 450F,.75X96X288,23-Apr
AR 450F_.75X96X288,5/1/2023,3,AR 450F,.75X96X288,23-May
AR 450F_.75X96X288,6/1/2023,3,AR 450F,.75X96X288,23-Jun
AR 450F_.75X96X288,7/1/2023,2,AR 450F,.75X96X288,23-Jul
AR 450F_.75X96X288,8/1/2023,6,AR 450F,.75X96X288,23-Aug
AR 450F_.75X96X288,9/1/2023,5,AR 450F,.75X96X288,23-Sep
AR 450F_.75X96X288,10/1/2023,11,AR 450F,.75X96X288,23-Oct
AR 450F_.75X96X288,11/1/2023,5,AR 450F,.75X96X288,23-Nov
AR 450F_.75X96X288,12/1/2023,2,AR 450F,.75X96X288,23-Dec
AR 450F_.75X96X288,1/1/2024,17,AR 450F,.75X96X288,24-Jan
AR 450F_.75X96X288,2/1/2024,8,AR 450F,.75X96X288,24-Feb
AR 450F_.75X96X288,3/1/2024,10,AR 450F,.75X96X288,24-Mar
AR 450F_.75X96X288,4/1/2024,3,AR 450F,.75X96X288,24-Apr
AR 450F_.375X96X288,2/1/2019,0,AR 450F,.375X96X288,19-Feb
AR 450F_.375X96X288,3/1/2019,0,AR 450F,.375X96X288,19-Mar
AR 450F_.375X96X288,4/1/2019,16,AR 450F,.375X96X288,19-Apr
AR 450F_.375X96X288,5/1/2019,0,AR 450F,.375X96X288,19-May
AR 450F_.375X96X288,6/1/2019,0,AR 450F,.375X96X288,19-Jun
AR 450F_.375X96X288,7/1/2019,3,AR 450F,.375X96X288,19-Jul
AR 450F_.375X96X288,8/1/2019,2,AR 450F,.375X96X288,19-Aug
AR 450F_.375X96X288,9/1/2019,11,AR 450F,.375X96X288,19-Sep
AR 450F_.375X96X288,10/1/2019,15,AR 450F,.375X96X288,19-Oct
AR 450F_.375X96X288,11/1/2019,30,AR 450F,.375X96X288,19-Nov
AR 450F_.375X96X288,12/1/2019,14,AR 450F,.375X96X288,19-Dec
AR 450F_.375X96X288,1/1/2020,11,AR 450F,.375X96X288,20-Jan
AR 450F_.375X96X288,2/1/2020,12,AR 450F,.375X96X288,20-Feb
AR 450F_.375X96X288,3/1/2020,22,AR 450F,.375X96X288,20-Mar
AR 450F_.375X96X288,4/1/2020,0,AR 450F,.375X96X288,20-Apr
AR 450F_.375X96X288,5/1/2020,1,AR 450F,.375X96X288,20-May
AR 450F_.375X96X288,6/1/2020,0,AR 450F,.375X96X288,20-Jun
AR 450F_.375X96X288,7/1/2020,0,AR 450F,.375X96X288,20-Jul
AR 450F_.375X96X288,8/1/2020,3,AR 450F,.375X96X288,20-Aug
AR 450F_.375X96X288,9/1/2020,14,AR 450F,.375X96X288,20-Sep
AR 450F_.375X96X288,10/1/2020,3,AR 450F,.375X96X288,20-Oct
AR 450F_.375X96X288,11/1/2020,3,AR 450F,.375X96X288,20-Nov
AR 450F_.375X96X288,12/1/2020,26,AR 450F,.375X96X288,20-Dec
AR 450F_.375X96X288,1/1/2021,2,AR 450F,.375X96X288,21-Jan
AR 450F_.375X96X288,2/1/2021,0,AR 450F,.375X96X288,21-Feb
AR 450F_.375X96X288,3/1/2021,6,AR 450F,.375X96X288,21-Mar
AR 450F_.375X96X288,4/1/2021,19,AR 450F,.375X96X288,21-Apr
AR 450F_.375X96X288,5/1/2021,1,AR 450F,.375X96X288,21-May
AR 450F_.375X96X288,6/1/2021,6,AR 450F,.375X96X288,21-Jun
AR 450F_.375X96X288,7/1/2021,4,AR 450F,.375X96X288,21-Jul
AR 450F_.375X96X288,8/1/2021,10,AR 450F,.375X96X288,21-Aug
AR 450F_.375X96X288,9/1/2021,0,AR 450F,.375X96X288,21-Sep
AR 450F_.375X96X288,10/1/2021,0,AR 450F,.375X96X288,21-Oct
AR 450F_.375X96X288,11/1/2021,0,AR 450F,.375X96X288,21-Nov
AR 450F_.375X96X288,12/1/2021,0,AR 450F,.375X96X288,21-Dec
AR 450F_.375X96X288,1/1/2022,0,AR 450F,.375X96X288,22-Jan
AR 450F_.375X96X288,2/1/2022,13,AR 450F,.375X96X288,22-Feb
AR 450F_.375X96X288,3/1/2022,14,AR 450F,.375X96X288,22-Mar
AR 450F_.375X96X288,4/1/2022,10,AR 450F,.375X96X288,22-Apr
AR 450F_.375X96X288,5/1/2022,11,AR 450F,.375X96X288,22-May
AR 450F_.375X96X288,6/1/2022,0,AR 450F,.375X96X288,22-Jun
AR 450F_.375X96X288,7/1/2022,4,AR 450F,.375X96X288,22-Jul
AR 450F_.375X96X288,8/1/2022,0,AR 450F,.375X96X288,22-Aug
AR 450F_.375X96X288,9/1/2022,9,AR 450F,.375X96X288,22-Sep
AR 450F_.375X96X288,10/1/2022,2,AR 450F,.375X96X288,22-Oct
AR 450F_.375X96X288,11/1/2022,13,AR 450F,.375X96X288,22-Nov
AR 450F_.375X96X288,12/1/2022,0,AR 450F,.375X96X288,22-Dec
AR 450F_.375X96X288,1/1/2023,11,AR 450F,.375X96X288,23-Jan
AR 450F_.375X96X288,2/1/2023,11,AR 450F,.375X96X288,23-Feb
AR 450F_.375X96X288,3/1/2023,4,AR 450F,.375X96X288,23-Mar
AR 450F_.375X96X288,4/1/2023,0,AR 450F,.375X96X288,23-Apr
AR 450F_.375X96X288,5/1/2023,0,AR 450F,.375X96X288,23-May
AR 450F_.375X96X288,6/1/2023,6,AR 450F,.375X96X288,23-Jun
AR 450F_.375X96X288,7/1/2023,0,AR 450F,.375X96X288,23-Jul
AR 450F_.375X96X288,8/1/2023,1,AR 450F,.375X96X288,23-Aug
AR 450F_.375X96X288,9/1/2023,1,AR 450F,.375X96X288,23-Sep
AR 450F_.375X96X288,10/1/2023,5,AR 450F,.375X96X288,23-Oct
AR 450F_.375X96X288,11/1/2023,1,AR 450F,.375X96X288,23-Nov
AR 450F_.375X96X288,12/1/2023,13,AR 450F,.375X96X288,23-Dec
AR 450F_.375X96X288,1/1/2024,10,AR 450F,.375X96X288,24-Jan
AR 450F_.375X96X288,2/1/2024,1,AR 450F,.375X96X288,24-Feb
AR 450F_.375X96X288,3/1/2024,10,AR 450F,.375X96X288,24-Mar
AR 450F_.375X96X288,4/1/2024,0,AR 450F,.375X96X288,24-Apr
AR 450F_.625X96X288,2/1/2019,0,AR 450F,.625X96X288,19-Feb
AR 450F_.625X96X288,3/1/2019,0,AR 450F,.625X96X288,19-Mar
AR 450F_.625X96X288,4/1/2019,0,AR 450F,.625X96X288,19-Apr
AR 450F_.625X96X288,5/1/2019,9,AR 450F,.625X96X288,19-May
AR 450F_.625X96X288,6/1/2019,14,AR 450F,.625X96X288,19-Jun
AR 450F_.625X96X288,7/1/2019,0,AR 450F,.625X96X288,19-Jul
AR 450F_.625X96X288,8/1/2019,0,AR 450F,.625X96X288,19-Aug
AR 450F_.625X96X288,9/1/2019,0,AR 450F,.625X96X288,19-Sep
AR 450F_.625X96X288,10/1/2019,2,AR 450F,.625X96X288,19-Oct
AR 450F_.625X96X288,11/1/2019,0,AR 450F,.625X96X288,19-Nov
AR 450F_.625X96X288,12/1/2019,4,AR 450F,.625X96X288,19-Dec
AR 450F_.625X96X288,1/1/2020,0,AR 450F,.625X96X288,20-Jan
AR 450F_.625X96X288,2/1/2020,0,AR 450F,.625X96X288,20-Feb
AR 450F_.625X96X288,3/1/2020,3,AR 450F,.625X96X288,20-Mar
AR 450F_.625X96X288,4/1/2020,0,AR 450F,.625X96X288,20-Apr
AR 450F_.625X96X288,5/1/2020,0,AR 450F,.625X96X288,20-May
AR 450F_.625X96X288,6/1/2020,5,AR 450F,.625X96X288,20-Jun
AR 450F_.625X96X288,7/1/2020,0,AR 450F,.625X96X288,20-Jul
AR 450F_.625X96X288,8/1/2020,1,AR 450F,.625X96X288,20-Aug
AR 450F_.625X96X288,9/1/2020,0,AR 450F,.625X96X288,20-Sep
AR 450F_.625X96X288,10/1/2020,5,AR 450F,.625X96X288,20-Oct
AR 450F_.625X96X288,11/1/2020,1,AR 450F,.625X96X288,20-Nov
AR 450F_.625X96X288,12/1/2020,0,AR 450F,.625X96X288,20-Dec
AR 450F_.625X96X288,1/1/2021,0,AR 450F,.625X96X288,21-Jan
AR 450F_.625X96X288,2/1/2021,0,AR 450F,.625X96X288,21-Feb
AR 450F_.625X96X288,3/1/2021,0,AR 450F,.625X96X288,21-Mar
AR 450F_.625X96X288,4/1/2021,1,AR 450F,.625X96X288,21-Apr
AR 450F_.625X96X288,5/1/2021,0,AR 450F,.625X96X288,21-May
AR 450F_.625X96X288,6/1/2021,0,AR 450F,.625X96X288,21-Jun
AR 450F_.625X96X288,7/1/2021,0,AR 450F,.625X96X288,21-Jul
AR 450F_.625X96X288,8/1/2021,6,AR 450F,.625X96X288,21-Aug
AR 450F_.625X96X288,9/1/2021,0,AR 450F,.625X96X288,21-Sep
AR 450F_.625X96X288,10/1/2021,0,AR 450F,.625X96X288,21-Oct
AR 450F_.625X96X288,11/1/2021,0,AR 450F,.625X96X288,21-Nov
AR 450F_.625X96X288,12/1/2021,0,AR 450F,.625X96X288,21-Dec
AR 450F_.625X96X288,1/1/2022,5,AR 450F,.625X96X288,22-Jan
AR 450F_.625X96X288,2/1/2022,12,AR 450F,.625X96X288,22-Feb
AR 450F_.625X96X288,3/1/2022,0,AR 450F,.625X96X288,22-Mar
AR 450F_.625X96X288,4/1/2022,0,AR 450F,.625X96X288,22-Apr
AR 450F_.625X96X288,5/1/2022,0,AR 450F,.625X96X288,22-May
AR 450F_.625X96X288,6/1/2022,0,AR 450F,.625X96X288,22-Jun
AR 450F_.625X96X288,7/1/2022,5,AR 450F,.625X96X288,22-Jul
AR 450F_.625X96X288,8/1/2022,0,AR 450F,.625X96X288,22-Aug
AR 450F_.625X96X288,9/1/2022,0,AR 450F,.625X96X288,22-Sep
AR 450F_.625X96X288,10/1/2022,0,AR 450F,.625X96X288,22-Oct
AR 450F_.625X96X288,11/1/2022,0,AR 450F,.625X96X288,22-Nov
AR 450F_.625X96X288,12/1/2022,0,AR 450F,.625X96X288,22-Dec
AR 450F_.625X96X288,1/1/2023,2,AR 450F,.625X96X288,23-Jan
AR 450F_.625X96X288,2/1/2023,1,AR 450F,.625X96X288,23-Feb
AR 450F_.625X96X288,3/1/2023,0,AR 450F,.625X96X288,23-Mar
AR 450F_.625X96X288,4/1/2023,5,AR 450F,.625X96X288,23-Apr
AR 450F_.625X96X288,5/1/2023,3,AR 450F,.625X96X288,23-May
AR 450F_.625X96X288,6/1/2023,1,AR 450F,.625X96X288,23-Jun
AR 450F_.625X96X288,7/1/2023,0,AR 450F,.625X96X288,23-Jul
AR 450F_.625X96X288,8/1/2023,2,AR 450F,.625X96X288,23-Aug
AR 450F_.625X96X288,9/1/2023,0,AR 450F,.625X96X288,23-Sep
AR 450F_.625X96X288,10/1/2023,0,AR 450F,.625X96X288,23-Oct
AR 450F_.625X96X288,11/1/2023,5,AR 450F,.625X96X288,23-Nov
AR 450F_.625X96X288,12/1/2023,0,AR 450F,.625X96X288,23-Dec
AR 450F_.625X96X288,1/1/2024,1,AR 450F,.625X96X288,24-Jan
AR 450F_.625X96X288,2/1/2024,0,AR 450F,.625X96X288,24-Feb
AR 450F_.625X96X288,3/1/2024,7,AR 450F,.625X96X288,24-Mar
AR 450F_.625X96X288,4/1/2024,0,AR 450F,.625X96X288,24-Apr
AR 500F_1.5X96X288,2/1/2019,0,AR 500F,1.5X96X288,19-Feb
AR 500F_1.5X96X288,3/1/2019,0,AR 500F,1.5X96X288,19-Mar
AR 500F_1.5X96X288,4/1/2019,2,AR 500F,1.5X96X288,19-Apr
AR 500F_1.5X96X288,5/1/2019,0,AR 500F,1.5X96X288,19-May
AR 500F_1.5X96X288,6/1/2019,2,AR 500F,1.5X96X288,19-Jun
AR 500F_1.5X96X288,7/1/2019,0,AR 500F,1.5X96X288,19-Jul
AR 500F_1.5X96X288,8/1/2019,3,AR 500F,1.5X96X288,19-Aug
AR 500F_1.5X96X288,9/1/2019,0,AR 500F,1.5X96X288,19-Sep
AR 500F_1.5X96X288,10/1/2019,2,AR 500F,1.5X96X288,19-Oct
AR 500F_1.5X96X288,11/1/2019,1,AR 500F,1.5X96X288,19-Nov
AR 500F_1.5X96X288,12/1/2019,0,AR 500F,1.5X96X288,19-Dec
AR 500F_1.5X96X288,1/1/2020,0,AR 500F,1.5X96X288,20-Jan
AR 500F_1.5X96X288,2/1/2020,1,AR 500F,1.5X96X288,20-Feb
AR 500F_1.5X96X288,3/1/2020,0,AR 500F,1.5X96X288,20-Mar
AR 500F_1.5X96X288,4/1/2020,2,AR 500F,1.5X96X288,20-Apr
AR 500F_1.5X96X288,5/1/2020,1,AR 500F,1.5X96X288,20-May
AR 500F_1.5X96X288,6/1/2020,0,AR 500F,1.5X96X288,20-Jun
AR 500F_1.5X96X288,7/1/2020,0,AR 500F,1.5X96X288,20-Jul
